code,Rgst_years,Corp_Rgst_Cap,Shareholders_Num,Per_Capita_Shareholding,Employees_Num,Bachelor_Person_Pro,Technicians_Person_Pro,Cash_Flow_Ratio,Net_Cash_Flow_to_Liability_Ratio,Net_Cash_Flow_to_Net_Profit_Ratio,Operating_Cash_Return_Flow,Net_Cash_Flow_to_Sales_Revenue_Ratio,Current_Assets_Turnover_Days,Current_Assets_Turnover_Rate,Total_Asset_Turnover_Days,Inventory_Turnover_Days,Total_Asset_Turnover_Rate,Inventory_Turnover_Rate,Accounts_Receivable_Turnover_Days,Accounts_Receivable_Turnover_Rate,Total_Asset_Growth_Rate,Net_Asset_Growth_Rate,Net_Profit_Growth_Rate,Main_Business_Revenue_Growth_Rate,Equity_ratio,Capital_fixed_ratio,Capitalization_ratio,Long_term_assets_to_long_term_funding_ratio,Liabilities_to_owner_equity_ratio,Long_term_debt_ratio,Shareholders_equity_ratio,Long_term_debt_to_working_capital_ratio,Gearing_ratio,Interest_payment_multiple,Cash_ratio,Quick_ratio,Liquidity_ratio,Total_asset_margin,Profit_margin_of_main_business,Total_net_asset_margin,Cost_and_expense_margins,Operating_margin,Cost_ratio_of_main_business,Net_profit_margin_on_sales,Return_on_equity,Return_on_equity,Return_on_net_assets,Return_on_assets,Three_cost_ratios,Non_main_proportion,Proportion_of_main_profit,Main_business_income,Main_business_profit,Operating_profit,Investment_income,Net_non_operating_income_and_expenditure,Total_profit,Net_profit,Net_cash_flow_from_operating_activities,Net_increase_in_cash_and_cash_equivalents,Total_assets,liquid_asset,Total_liabilities,Current_liabilities,Shareholders_equity_does_not_include_minority_interests,Return_on_equity_weighting,Operating_income,Operating_costs,Operating_profit,Total_profit,Income_tax_expense,Net_profit,Basic_earnings_per_share,Monetary_funds,Accounts_receivable,Stocks,Total_current_assets,Total_assets,Total_current_liabilities,Total_non_current_liabilities,Total_liabilities,Total_owners_equity,Opening_cash_and_cash_equivalents_balances,Net_cash_flow_from_operating_activities,Net_cash_flows_from_investing_activities,Net_cash_flows_from_fund_raising_activities,Net_increase_in_cash_and_cash_equivalents,Closing_cash_and_cash_equivalents_balances,Total_current_assets,Total_non_current_assets,Total_assets,Total_current_liabilities,Total_non_current_liabilities,Total_liabilities,Total_owners_equity,Total_liabilities_and_owners_equity,y
2051,21.0,123740.8937,43110.0,2.87,4456.0,77.98,69.19,0.61,0.01,0.2,0.0203406813627254,0.01,672.48,0.4,823.17,200.59,0.33,1.35,169.72,1.59,3.77,2.72,46.84,16.06,97.68,37.96,1.21,37.5,105.3,0.6,48.71,0.02,51.29,-25.91,65.41,1.3,1.74,1.41,15.0,1.43,7.57,6.24,84.83,4.36,25.88,25.88,2.89,1.41,1.89,9.44,97.68,734394.0,110146.0,45862.0,2097.0,2467.0,48329.0,32021.0,6557.0,-12878.0,2273349.0,1853003.0,1166032.0,1068027.0,1095927.0,3.02,734394.0,622992.0,45862.0,48329.0,16308.0,32021.0,0.27,698581.0,483629.0,460015.0,1853003.0,2273349.0,1068027.0,98005.0,1166032.0,1107316.0,688601.0,6557.0,-1475.0,-32006.0,-12878.0,675723.0,1853003.0,420346.0,2273349.0,1068027.0,98005.0,1166032.0,1107316.0,2273349.0,0
603836,13.0,20523.5237,16480.0,1.25,2411.0,39.98,2.28,19.85,0.17,0.89,0.07,0.03,98.76,2.73,113.04,594.7469438877763,2.39,14.685521042084188,49.33,5.47,6.51,8.93,-33.67,23.35,68.93,30.27,2.82,29.41,77.65,1.63,56.29,0.04,43.71,-477.46,77.96,2.23,2.23,8.33,6.9,8.39,4.97,4.5,93.07,3.51,177.07,177.07,14.8,8.33,2.68,9.2,68.93,1034449.0,71362.0,46554.0,1842.0,2688.0,49242.0,36341.0,32188.0,7475.0,436211.0,361896.0,190671.0,162128.0,220839.0,11.39,1034449.0,962753.0,46554.0,49242.0,12902.0,36341.0,1.22,126393.0,165865.0,486540.44388777553,361896.0,436211.0,162128.0,28543.0,190671.0,245540.0,115859.0,32188.0,-14637.0,-12700.0,7475.0,123334.0,361896.0,74315.0,436211.0,162128.0,28543.0,190671.0,245540.0,436211.0,0
600525,36.0,130577.5152,45468.0,2.87,7436.0,48.41,55.37,-1.19,-0.01,-0.2,-0.01,-0.02,394.62,0.68,646.71,164.72,0.42,1.64,150.9,1.79,3.2,8.93,-1.9538977955912005,24.84,169.74,106.06,3.09,102.78,173.41,1.17,36.58,4.01,63.42,450.76,23.81,0.73,1.0,3.61,34.89,3.91,11.59,11.06,64.56,9.36,38.01,38.01,9.87,3.61,24.11,84.66,169.74,530492.0,185094.0,58657.0,50239.0,-3795.0,54862.0,49635.0,-9924.0,-27961.0,1374791.0,841472.0,871952.0,837470.0,465081.0,7.78,530492.0,342504.0,58657.0,54862.0,5226.0,49635.0,0.27,199399.0,327105.0,227687.0,841472.0,1374791.0,837470.0,34483.0,871952.0,502839.0,131742.0,-9924.0,74400.0,-93666.0,-27961.0,103781.0,841472.0,533319.0,1374791.0,837470.0,34483.0,871952.0,502839.0,1374791.0,0
885,15.721442885771545,64207.8255,27828.0,2.31,4712.0,46.22,21.8,13.46,0.05,0.9,0.03,0.2,281.34,0.96,1481.89,11.5,0.18,23.48,85.24,3.17,21.49,16.9,17.55,18.12,236.43,276.31,60.09,110.27,241.32,44.12,29.3,-7.22,70.7,420.23,18.46,0.73,0.76,3.75,42.16,3.99,38.05,27.5,56.88,21.88,144.24,144.24,12.79,3.75,14.46,2.11,236.43,423297.0,178449.0,116414.0,2427.0,34.0,116448.0,92613.0,83701.0,-16872.0,2471751.0,470786.0,1747576.0,621720.0,633440.0,13.88,423297.0,240752.0,116414.0,116448.0,23835.0,92613.0,1.29,114789.0,176164.0,16930.0,470786.0,2471751.0,621720.0,1125856.0,1747576.0,724175.0,123432.0,83701.0,-153898.0,53325.0,-16872.0,106560.0,470786.0,2000965.0,2471751.0,621720.0,1125856.0,1747576.0,724175.0,2471751.0,0
301279,19.0,10000.0,16013.0,0.62,632.0,6.65,10.92,17.7,0.18,0.83,0.03,0.1,4.7,57.45,1146.032014028056,120.82,0.4383366733466931,2.23,78.25,3.45,60.91,14.095711422845708,4.83,1.98,21.14,56.04,9.3883466933868,56.19058116232465,21.34,5.2352104208416845,82.42,-0.0385270541082162,17.58,-1432.39,172.36,2.45,3.09,3.69,19.34,4.53,15.83,13.3,79.81,11.95,58.09,58.09,4.48,3.69,3.3,0.73,21.14,48599.0,9398.0,6462.0,51.0,-4.0,6459.0,5809.0,4847.0,41694.0,157214.0,84598.0,27645.0,27392.0,129570.0,6.1,48599.0,38788.0,6462.0,6459.0,650.0,5809.0,0.65,47211.0,14085.0,17357.0,84598.0,157214.0,27392.0,253.0,27645.0,129570.0,4361.0,4847.0,-17930.0,54763.0,41694.0,46054.0,84598.0,72617.0,157214.0,27392.0,253.0,27645.0,129570.0,157214.0,0
1318,14.0,28266.0,35751.0,0.79,1101.0,5.09,7.9,193.75,1.6,1.1,0.08,0.24,445.54,0.61,655.5,45.04,0.41,6.0,16.97,15.91,13.721643286573164,14.095711422845708,-14.14,-9.54,4.1,27.41,9.3883466933868,56.19058116232465,4.97,5.2352104208416845,95.26,-0.0385270541082162,4.74,-1373.5,1694.96,17.94,18.9,6.9,33.75,8.83,29.84,23.2,65.42,21.45,32.19,32.19,7.24,6.9,10.57,-1.21,4.1,42425.0,14319.0,9842.0,36608.162324649296,-118.0,9725.0,9099.0,9990.0,54517.0,131916.0,97475.0,6248.0,5156.0,124513.0,10.04,42425.0,27754.0,9842.0,9725.0,625.0,9099.0,0.37,87395.0,1834.0,4984.0,97475.0,131916.0,5156.0,1092.0,6248.0,125668.0,32878.0,9990.0,-5472.0,49999.0,54517.0,87395.0,97475.0,34440.0,131916.0,5156.0,1092.0,6248.0,125668.0,131916.0,0
2441,22.0,54454.3609,36000.0,1.51,3544.0,29.593186372745528,10.13,-5.85,-0.06,-0.51,-0.02,-0.02,172.4,1.57,206.71,48.86,1.31,5.53,49.11,5.5,8.02,4.01,-2.41,-0.64,61.44,25.67,9.3883466933868,56.19058116232465,62.67,5.2352104208416845,61.47,-0.0385270541082162,38.53,-1238.45,31.49,1.62,2.23,4.3,9.8,4.51,4.76,4.52,89.92,3.45,58.34,58.34,7.0,4.3,4.87,-0.37,61.44,920479.0,90228.0,41573.0,-262.0,106.0,41680.0,31771.0,-16306.0,-34171.0,738495.0,621973.0,284511.0,278949.0,449483.0,7.12,920479.0,827728.0,41573.0,41680.0,9909.0,31771.0,0.59,87841.0,219259.0,169390.0,621973.0,738495.0,278949.0,5562.0,284511.0,453984.0,86390.0,-16306.0,1650.0,-19572.0,-34171.0,52220.0,621973.0,116522.0,738495.0,278949.0,5562.0,284511.0,453984.0,738495.0,0
601066,15.721442885771545,775669.4797,171496.0,4.52,12336.0,29.593186372745528,8.87,11.586182364729444,0.07,4.01,0.05,0.0580460921843687,2031.81881763527,1.1027555110220435,1146.032014028056,594.7469438877763,0.4383366733466931,14.685521042084188,400.7832565130258,70.13774549098191,7.63,20.73,-10.78,9.490280561122235,100.4278256513026,505.35,9.3883466933868,56.19058116232465,405.35,5.2352104208416845,19.79,-0.0385270541082162,80.21,2020.899228456915,76.96322645290579,1.6853006012024072,2.1168837675350693,1.37,16.67510020040082,1.4,97.57,-16.678326653306637,71.90976953907814,-17.965040080160335,83.09,83.09,6.93,1.37,33.764519038076145,54.4,100.4278256513026,2270316.0,823050.0,823050.0,448414.0,-1547.0,821503.0,644526.0,2581407.0,976720.0,46994213.0,1529407.2054108216,37694801.0,1223401.7234468935,9294827.0,8.71,1500888.8727454909,1243527.738476954,823050.0,821503.0,176977.0,644526.0,0.75,10635668.0,2327391.0,486540.44388777553,1529407.2054108216,46994213.0,1223401.7234468935,532675.6533066132,37694801.0,9299412.0,12324425.0,2581407.0,-1242022.0,-384130.0,976720.0,13301144.0,1529407.2054108216,1442161.3056112223,46994213.0,1223401.7234468935,532675.6533066132,37694801.0,9299412.0,46994213.0,1
600330,23.0,123343.4416,72720.0,1.37,4977.0,14.71,25.14,16.55,0.14,0.59,0.05,0.11,329.75,0.82,656.3,123.69,0.41,2.18,130.96,2.06,4.41,10.72,88.06,10.67,42.98,74.98,0.89,74.31,48.97,0.6,67.13,0.03,32.87,4171.08,30.8,1.28,1.76,7.92,26.38,7.94,25.05,20.76,73.13,19.31,66.04,66.04,11.79,7.92,9.17,48.22,42.98,340811.0,89914.0,70735.0,34127.0,-40.0,70695.0,65808.0,38877.0,5557.0,831372.0,412931.0,273292.0,234841.0,542374.0,12.68,340811.0,249237.0,70735.0,70695.0,4886.0,65808.0,0.66,72330.0,169170.0,112376.0,412931.0,831372.0,234841.0,38451.0,273292.0,558079.0,47950.0,38877.0,-5063.0,-29002.0,5557.0,53506.0,412931.0,418441.0,831372.0,234841.0,38451.0,273292.0,558079.0,831372.0,0
2489,21.0,217573.6503,106419.0,2.04,10994.0,4.12,8.43,45.21,0.37,15.28,0.21,0.28,301.51,0.9,414.05,127.44,0.65,2.12,70.57,3.83,2.22,-11.09,-70.37,9.18,101.98,67.81,9.3883466933868,56.19058116232465,124.34,5.2352104208416845,44.58,-0.0385270541082162,55.42,6.62,51.65,0.9,1.54,1.34,12.53,1.19,2.37,2.48,86.84,1.83,4.66,4.66,3.02,1.34,9.61,9.78,101.98,554623.0,69495.0,13775.0,2261.0,-1014.0,12762.0,10149.0,155089.0,43586.0,754704.0,526600.0,418294.0,343063.0,332463.0,4.21,554623.0,481656.0,13775.0,12762.0,2613.0,10149.0,0.07,177198.0,67339.0,218396.0,526600.0,754704.0,343063.0,75231.0,418294.0,336410.0,114064.0,155089.0,-8323.0,-115459.0,43586.0,157650.0,526600.0,228104.0,754704.0,343063.0,75231.0,418294.0,336410.0,754704.0,0
2543,19.0,74360.0,47144.0,1.58,4370.0,19.52,17.99,31.93,0.28,1.28,0.1,0.14,214.52,1.26,396.24,90.38,0.68,2.99,37.62,7.18,-17.5,3.23,3.97,-9.71,54.73,77.37,3.99,74.28,56.94,2.65,63.72,0.14,36.28,-485.88,72.98,1.13,1.57,8.04,26.09,7.31,15.21,12.42,73.33,10.73,73.24,73.24,12.62,8.04,10.08,-1.22,54.73,507605.0,132424.0,63057.0,-2575.0,1784.0,64841.0,54459.0,69658.0,32408.0,677008.0,343279.0,245641.0,218151.0,431180.0,12.72,507605.0,372209.0,63057.0,64841.0,10382.0,54459.0,0.73,159217.0,54336.0,97631.0,343279.0,677008.0,218151.0,27490.0,245641.0,431367.0,111653.0,69658.0,-2174.0,-39676.0,32408.0,144060.0,343279.0,333729.0,677008.0,218151.0,27490.0,245641.0,431367.0,677008.0,0
603887,25.0,45075.3415,28188.0,1.6,1178.0,39.05,13.84,1.8,0.01,20.39,0.01,0.04,873.79,0.31,1269.39,142.27,0.21,1.9,348.25,0.78,-2.06,-16.37,-95.64,-3.78,97.32,75.42,9.3883466933868,56.19058116232465,134.48,5.2352104208416845,42.65,-0.0385270541082162,57.35,126.36,29.98,1.36,1.63,0.04,22.32,0.04,1.6,1.46,77.28,0.18,0.65,0.65,0.09,0.04,17.23,8.66,97.32,167265.0,37335.0,2446.0,122.0,99.0,2545.0,294.0,5990.0,-11519.0,801293.0,543566.0,459560.0,332591.0,341733.0,0.09,167265.0,129269.0,2446.0,2545.0,2251.0,294.0,0.01,99711.0,211605.0,90597.0,543566.0,801293.0,332591.0,126969.0,459560.0,341733.0,107333.0,5990.0,4348.0,-21857.0,-11519.0,95813.0,543566.0,257727.0,801293.0,332591.0,126969.0,459560.0,341733.0,801293.0,0
2046,21.0,52912.9329,37102.0,1.43,1809.0,63.13,28.69,4.35,0.03,0.38,0.01,0.03,283.41,0.95,514.87,74.21,0.52,3.64,85.24,3.17,11.6,3.62,12.28,8.04,63.59,74.3,7.3,68.88,71.88,4.58,58.18,0.19,41.82,1507.92,30.08,1.41,1.75,3.67,23.21,3.86,10.02,8.24,76.0,7.36,37.87,37.87,6.31,3.67,8.58,-5.08,63.59,272197.0,63179.0,22434.0,-2026.0,844.0,23278.0,20038.0,7687.0,-4595.0,545537.0,309711.0,228150.0,176840.0,304821.0,6.66,272197.0,206866.0,22434.0,23278.0,3240.0,20038.0,0.38,53200.0,110148.0,60707.0,309711.0,545537.0,176840.0,51310.0,228150.0,317387.0,54758.0,7687.0,-7075.0,-5219.0,-4595.0,50163.0,309711.0,235825.0,545537.0,176840.0,51310.0,228150.0,317387.0,545537.0,0
600021,24.0,281674.3645,146642.0,1.92,6524.0,50.58,10.67,19.04,0.07,6.59,0.05,0.3,276.55,0.98,1546.39,13.96,0.17,19.34,151.71,1.78,10.77,14.62,-3.98,26.32,244.69,322.52,57.87,135.88,300.54,34.29,24.97,-4.69,75.03,163.17,20.71,0.7,0.73,0.77,18.25,0.79,7.35,7.01,81.16,4.51,44.55,44.55,3.1,0.77,14.33,36.48,244.69,2782810.0,507948.0,195106.0,70212.0,1530.0,196637.0,125499.0,826735.0,295673.0,16205536.0,3156770.0,12159606.0,4342717.0,1918187.0,0.82,2782810.0,2258469.0,195106.0,196637.0,71138.0,125499.0,0.05,876976.0,1740825.0,103878.0,3156770.0,16205536.0,4342717.0,7816889.0,12159606.0,4045930.0,570129.0,826735.0,-477255.0,-51597.0,295673.0,865802.0,3156770.0,13048766.0,16205536.0,4342717.0,7816889.0,12159606.0,4045930.0,16205536.0,1
3013,15.721442885771545,40001.0,13211.0,3.03,1730.0,95.26,80.12,-15.81,-0.16,-1.38,-0.08,-0.22,517.84,0.52,717.7,119.55,0.38,2.26,30.92,8.73,0.33,7.26,-18.91,-7.36,113.63,63.33,9.3883466933868,56.19058116232465,115.08,5.2352104208416845,46.49,-0.0385270541082162,53.51,-1613.94,31.49,1.12,1.34,6.07,33.55,5.92,24.34,18.26,66.07,15.75,66.87,66.87,13.06,6.07,8.47,3.03,113.63,169867.0,56989.0,31019.0,986.0,-47.0,30973.0,26747.0,-36783.0,-66806.0,440455.0,310756.0,235669.0,232695.0,201846.0,12.95,169867.0,112232.0,31019.0,30973.0,4226.0,26747.0,0.65,73280.0,20530.0,51309.0,310756.0,440455.0,232695.0,2974.0,235669.0,204786.0,139837.0,-36783.0,-10220.0,-19803.0,-66806.0,73031.0,310756.0,129699.0,440455.0,232695.0,2974.0,235669.0,204786.0,440455.0,0
603021,15.721442885771545,31994.807,15940.0,2.01,1991.0,22.8,9.19,-0.54,-0.01,0.230961923847695,0.0203406813627254,-0.02,578.9,0.47,1628.47,220.8,0.17,1.22,294.57,0.92,-11.13,-30.94,-1.9538977955912005,-18.92,239.74,217.46,9.3883466933868,56.19058116232465,242.65,5.2352104208416845,29.18,-0.0385270541082162,70.82,-103.09,2.14,0.33,0.52,-4.45,6.34,-4.33,-21.68,-28.47,92.22,-26.1,-44.66,-44.66,-15.26,-4.45,24.88,-10.77,239.74,54742.0,3470.0,-15585.0,36608.162324649296,1516.0,-14069.0,-14290.0,-1210.0,-1678.0,320833.0,117225.0,227201.0,224470.0,75966.0,-17.31,54742.0,50481.0,-15585.0,-14069.0,221.0,-14290.0,-0.45,4798.0,60142.0,43255.0,117225.0,320833.0,224470.0,2731.0,227201.0,93632.0,3342.0,-1210.0,8098.0,-8565.0,-1678.0,1664.0,117225.0,203608.0,320833.0,224470.0,2731.0,227201.0,93632.0,320833.0,0
301113,17.0,7000.0,9249.0,0.76,422.0,1.18,13.51,345.7,3.46,1.95,0.12,0.65,1278.41,0.21,1565.22,141.67,0.17,1.91,115.79,2.33,142.17,198.05,-40.9,-61.46,3.55,33.67,9.3883466933868,56.19058116232465,3.55,5.2352104208416845,96.58,-0.0385270541082162,3.42,-202.23,1659.57,18.4,19.71,6.08,37.46,5.74,69.95,42.38,61.97,33.26,63.0,63.0,6.3,6.08,-2.24,-1.02,3.55,13261.0,4967.0,5620.0,-30.0,-27.0,5593.0,4410.0,8586.0,-19454.0,72540.0,48950.0,2483.0,2483.0,70057.0,6.13,13261.0,8218.0,5620.0,5593.0,1183.0,4410.0,0.63,41215.0,3530.0,3246.0,48950.0,72540.0,2483.0,532675.6533066132,2483.0,70057.0,60387.0,8586.0,-19004.0,-9527.0,-19454.0,40933.0,48950.0,23590.0,72540.0,2483.0,532675.6533066132,2483.0,70057.0,72540.0,0
2692,15.721442885771545,71814.6,12136.0,5.92,1049.0,8.77,6.96,-2.44,-0.02,-0.96,-0.01,-0.02,246.37,1.1,304.77,44.26,0.89,6.1,153.44,1.76,-0.19,7.14,153.8,1.52,139.11,46.38,9.3883466933868,56.19058116232465,149.66,5.2352104208416845,40.05,-0.0385270541082162,59.95,263.75,13.38,1.25,1.46,1.41,11.48,1.41,1.82,1.79,88.14,1.59,5.0,5.0,3.53,1.41,9.07,5.57,139.11,225386.0,25872.0,4038.0,266.0,-43.0,3995.0,3591.0,-3451.0,1724.0,253925.0,206757.0,152217.0,141490.0,103541.0,3.53,225386.0,198651.0,4038.0,3995.0,403.0,3591.0,0.05,18938.0,140631.0,29213.0,206757.0,253925.0,141490.0,10726.0,152217.0,101708.0,14184.0,-3451.0,-477.0,5653.0,1724.0,15908.0,206757.0,47168.0,253925.0,141490.0,10726.0,152217.0,101708.0,253925.0,0
2598,15.721442885771545,31200.0,42608.0,0.73,1982.0,35.22,12.06,5.1,0.05,0.71,0.03,0.05,375.73,0.72,482.23,149.94,0.56,1.8,127.97,2.11,39.75,8.06,2.26,16.13,134.46,55.19,4.37,52.78,136.19,1.94,42.34,0.09,57.66,916.97,7.97,1.01,1.39,3.97,30.18,4.22,9.31,8.21,69.16,7.53,32.86,32.86,9.38,3.97,18.35,14.48,134.46,136080.0,41064.0,11177.0,1626.0,-10.0,11168.0,10252.0,7239.0,-4203.0,258222.0,197884.0,148893.0,142000.0,105522.0,4.86,136080.0,94113.0,11177.0,11168.0,916.0,10252.0,0.32,11324.0,71700.0,54752.0,197884.0,258222.0,142000.0,6893.0,148893.0,109329.0,15363.0,7239.0,-12829.0,1322.0,-4203.0,11161.0,197884.0,60338.0,258222.0,142000.0,6893.0,148893.0,109329.0,258222.0,0
816,31.0,144038.6318,112363.0,1.28,1478.0,12.31,8.8,-16.39,-0.15,-4.31,-0.04,-0.16,413.54,0.65,1068.88,95.16,0.25,2.84,60.76,4.44,-9.4,4.12,-8.55,-46.39,36.45,89.93,0.03,89.9,39.84,0.02,71.51,-0.0385270541082162,28.49,-357.35,37.98,1.05,1.37,0.99,11.73,0.96,5.12,4.89,86.92,3.78,2.49,2.49,1.39,0.99,7.8,25.93,36.45,94725.0,11113.0,4633.0,1180.0,29.0,4662.0,3584.0,-15436.0,-16433.0,361618.0,129080.0,103028.0,94167.0,220198.0,1.27,94725.0,82332.0,4633.0,4662.0,1077.0,3584.0,0.02,25831.0,25680.0,30554.0,129080.0,361618.0,94167.0,8861.0,103028.0,258590.0,36122.0,-15436.0,5081.0,-6523.0,-16433.0,19689.0,129080.0,232538.0,361618.0,94167.0,8861.0,103028.0,258590.0,361618.0,0
2045,27.0,46838.3913,58731.0,0.8,4002.0,18.92,22.59,3.03,0.03,0.58,0.02,0.02,214.29,1.26,309.7,54.08,0.87,4.99,97.88,2.76,21.72,1.38,42.44,38.26,168.26,77.64,12.86,67.65,170.4,5.46,36.98,0.38,63.02,-147.94,28.23,1.02,1.26,2.98,10.86,3.22,3.97,3.59,88.7,3.7,36.32,36.32,8.06,2.98,2.46,6.3,168.26,460165.0,49987.0,16529.0,839.0,216.0,16745.0,17013.0,9817.0,12536.0,570878.0,406968.0,359751.0,324069.0,210855.0,8.06,460165.0,408178.0,16529.0,16745.0,-267.0,17013.0,0.38,91466.0,198350.0,77160.0,406968.0,570878.0,324069.0,35682.0,359751.0,211127.0,65961.0,9817.0,-5533.0,6318.0,12536.0,78497.0,406968.0,163910.0,570878.0,324069.0,35682.0,359751.0,211127.0,570878.0,0
301318,14.0,6941.2,20825.0,0.33,566.0,44.17,38.16,57.58,0.38,0.38,0.02,0.09,10.24,26.37,1146.032014028056,121.35,0.4383366733466931,2.23,91.36,2.96,182.99,14.095711422845708,-13.04,-0.42,4.33,4.84,9.3883466933868,56.19058116232465,6.56,5.2352104208416845,93.85,-0.0385270541082162,6.15,-2171.56,1609.2,21.95,23.46,6.09,44.62,8.79,40.32,26.55,54.65,24.21,156.13,156.13,6.49,6.09,10.56,3.88,4.33,44757.0,19969.0,11883.0,444.0,18.0,11902.0,10837.0,4165.0,108724.0,177821.0,169739.0,10943.0,7234.0,166878.0,15.04,44757.0,24460.0,11883.0,11902.0,1065.0,10837.0,2.01,116406.0,15145.0,10993.0,169739.0,177821.0,7234.0,3709.0,10943.0,166878.0,7614.0,4165.0,4710.0,99528.0,108724.0,116337.0,169739.0,8082.0,177821.0,7234.0,3709.0,10943.0,166878.0,177821.0,0
300486,15.721442885771545,40650.9381,14146.0,2.87,618.0,61.81,35.28,-10.15,-0.09,-2.47,-0.04,-0.18,634.55,0.43,1071.0,152.26,0.25,1.77,217.13,1.24,-6.02,-1.62,-6.99,-4.55,89.99,76.4,2.99,74.12,96.43,1.57,50.91,0.09,49.09,652.98,20.27,1.1,1.38,1.81,24.73,1.87,9.4,8.12,74.77,7.41,13.88,13.88,3.56,1.81,12.08,4.32,89.99,76161.0,18833.0,6183.0,199.0,72.0,6254.0,5641.0,-13958.0,-5461.0,310888.0,189964.0,152616.0,137545.0,158121.0,3.61,76161.0,56946.0,6183.0,6254.0,614.0,5641.0,0.14,27876.0,58288.0,38652.0,189964.0,310888.0,137545.0,15071.0,152616.0,158272.0,20403.0,-13958.0,4473.0,3974.0,-5461.0,14942.0,189964.0,120924.0,310888.0,137545.0,15071.0,152616.0,158272.0,310888.0,0
2571,20.0,39195.07,22595.0,1.73,2212.0,7.5,34.76,-2.92,-0.02,-91.19,-0.01,-0.04,313.73,0.86,914.94,199.91,0.3,1.35,49.09,5.5,22.85,-1.31,-97.19,18.3,93.85,132.16,8.98,120.29,100.12,4.93,49.97,-0.62,50.03,135.22,9.77,0.36,0.81,0.01,16.31,0.01,0.85,0.76,82.37,0.05,0.1,0.1,0.03,0.01,13.89,120.0,93.85,81280.0,13253.0,620.0,754.0,51.0,672.0,39.0,-3576.0,-5879.0,291877.0,99126.0,146028.0,122500.0,143759.0,0.07,81280.0,66947.0,620.0,672.0,632.0,39.0,0.3878256513026057,11969.0,17878.0,54813.0,99126.0,291877.0,122500.0,23529.0,146028.0,145849.0,7724.0,-3576.0,-28716.0,26556.0,-5879.0,1845.0,99126.0,192751.0,291877.0,122500.0,23529.0,146028.0,145849.0,291877.0,0
2232,22.0,40854.8455,59494.0,0.69,1525.0,87.87,82.3,-10.29,-0.09,-1.03,-0.03,-0.07,435.06,0.62,548.11,126.82,0.49,2.13,89.13,3.03,1.51,3.13,51.78,72.56,48.99,31.56,9.3883466933868,56.19058116232465,54.32,5.2352104208416845,64.8,-0.0385270541082162,35.2,-460.27,83.78,2.1,2.51,3.18,17.82,3.18,8.18,7.07,81.34,6.46,16.52,16.52,4.91,3.18,5.52,1.44,48.99,104521.0,18628.0,7393.0,36608.162324649296,108.0,7501.0,6751.0,-6940.0,-8654.0,212364.0,168935.0,74747.0,67415.0,137617.0,5.09,104521.0,85014.0,7393.0,7501.0,750.0,6751.0,0.17,56477.0,36679.0,27485.0,168935.0,212364.0,67415.0,7333.0,74747.0,137617.0,64184.0,-6940.0,357.0,-2072.0,-8654.0,55530.0,168935.0,43429.0,212364.0,67415.0,7333.0,74747.0,137617.0,212364.0,0
603686,15.0,41565.5737,41199.0,1.01,51310.0,0.5,0.29,-1.1,-0.01,-0.07,0.0203406813627254,-0.01,262.42,1.03,404.8,38.66,0.67,6.98,117.53,2.3,3.76,5.37,-29.31,-11.79,60.83,56.82,5.87,53.48,62.9,3.83,61.39,0.12,38.61,34198.85,28.91,1.72,1.94,4.92,21.86,4.92,10.53,9.4,77.69,7.37,66.12,66.12,8.01,4.92,10.73,-1.1,60.83,372868.0,81499.0,35057.0,-208.0,-175.0,34882.0,27483.0,-2055.0,-27080.0,559137.0,364122.0,215892.0,187389.0,312581.0,6.73,372868.0,289687.0,35057.0,34882.0,7399.0,27483.0,0.5,54168.0,166167.0,41884.0,364122.0,559137.0,187389.0,28503.0,215892.0,343245.0,75157.0,-2055.0,-17872.0,-7152.0,-27080.0,48077.0,364122.0,195015.0,559137.0,187389.0,28503.0,215892.0,343245.0,559137.0,0
300425,20.0,67570.8786,18848.0,3.59,1427.0,39.03,25.44,2.85,0.02,0.57,0.01,0.04,647.17,0.42,1261.68,202.14,0.21,1.34,323.9,0.83,10.15,4.75,-42.4,9.17,69.53,84.31,11.76,74.4,75.8,7.58,56.88,0.38,43.12,978.75,19.73,1.23,1.63,1.6,30.91,1.61,8.75,7.49,68.25,7.53,9.11,9.11,2.81,1.6,21.04,7.28,69.53,81768.0,25272.0,6123.0,144.0,325.0,6448.0,6158.0,3506.0,-11482.0,384861.0,200279.0,165940.0,123026.0,202531.0,2.7,81768.0,55803.0,6123.0,6448.0,291.0,6158.0,0.08,23353.0,101208.0,48879.0,200279.0,384861.0,123026.0,42914.0,165940.0,218921.0,32240.0,3506.0,-9432.0,-5571.0,-11482.0,20757.0,200279.0,184582.0,384861.0,123026.0,42914.0,165940.0,218921.0,384861.0,0
