code,Corp_name,Rgst_years,Corp_Rgst_Cap,Shareholders_Num,Per_Capita_Shareholding,Employees_Num,Bachelor_Person_Pro,Technicians_Person_Pro,Cash_Flow_Ratio,Net_Cash_Flow_to_Liability_Ratio,Net_Cash_Flow_to_Net_Profit_Ratio,Operating_Cash_Return_Flow,Net_Cash_Flow_to_Sales_Revenue_Ratio,Current_Assets_Turnover_Days,Current_Assets_Turnover_Rate,Total_Asset_Turnover_Days,Inventory_Turnover_Days,Total_Asset_Turnover_Rate,Fixed_Asset_Turnover_Rate,Inventory_Turnover_Rate,Accounts_Receivable_Turnover_Days,Accounts_Receivable_Turnover_Rate,Total_Asset_Growth_Rate,Net_Asset_Growth_Rate,Net_Profit_Growth_Rate,Main_Business_Revenue_Growth_Rate,Proportion_of_fixed_assets,Liquidation_value_ratio,Equity_ratio,Capital_fixed_ratio,Net_fixed_asset_value_ratio,Capitalization_ratio,Long_term_assets_to_long_term_funding_ratio,Liabilities_to_owner_equity_ratio,Ratio_of_shareholders_equity_to_fixed_assets,Long_term_debt_ratio,Shareholders_equity_ratio,Long_term_debt_to_working_capital_ratio,Gearing_ratio,Interest_payment_multiple,Cash_ratio,Quick_ratio,Liquidity_ratio,Total_asset_margin,Profit_margin_of_main_business,Total_net_asset_margin,Cost_and_expense_margins,Operating_margin,Cost_ratio_of_main_business,Net_profit_margin_on_sales,Return_on_equity,Return_on_equity,Return_on_net_assets,Return_on_assets,Sales_gross_margin,Three_cost_ratios,Non_main_proportion,Proportion_of_main_profit,Main_business_income,Main_business_profit,Operating_profit,Investment_income,Net_non_operating_income_and_expenditure,Total_profit,Net_profit,Net_cash_flow_from_operating_activities,Net_increase_in_cash_and_cash_equivalents,Total_assets,liquid_asset,Total_liabilities,Current_liabilities,Shareholders_equity_does_not_include_minority_interests,Return_on_equity_weighting,Operating_income,Operating_costs,Operating_profit,Total_profit,Income_tax_expense,Net_profit,Basic_earnings_per_share,Monetary_funds,Accounts_receivable,Stocks,Total_current_assets,Net_fixed_assets,Total_assets,Total_current_liabilities,Total_non_current_liabilities,Total_liabilities,Total_owners_equity,Opening_cash_and_cash_equivalents_balances,Net_cash_flow_from_operating_activities,Net_cash_flows_from_investing_activities,Net_cash_flows_from_fund_raising_activities,Net_increase_in_cash_and_cash_equivalents,Closing_cash_and_cash_equivalents_balances,Total_current_assets,Total_non_current_assets,Total_assets,Total_current_liabilities,Total_non_current_liabilities,Total_liabilities,Total_owners_equity,Total_liabilities_and_owners_equity,y
300511,上海雪榕生物科技股份有限公司,25.0,"50,304.444800",33282.0,1.51,1712.0,23.31,12.32,12.96,0.07,,0.04,0.11,173.37,1.56,730.92,77.09,0.37,,3.50,4.19,64.37,3.21,9.66,,15.40,,,89.32,164.62,,18.30,134.49,125.75,,9.92,44.30,-3.87,55.70,90.14,34.90,0.57,0.91,-0.15,8.98,-0.16,-0.40,-0.82,90.14,-0.43,-1.39,-1.39,-0.35,-0.15,,10.94,-313.19,89.32,"164,934","14,807","-1,357","1,423",684,-673,-702,"17,635","12,157","459,087","124,319","255,730","136,086","205,695",0.32,"164,934","148,670","-1,357",-673,29,-702,0.01,"47,495","2,239","46,492","124,319",,"459,087","136,086","119,644","255,730","203,357","33,938","17,635","-36,862","31,383","12,157","46,095","124,319","334,768","459,087","136,086","119,644","255,730","203,357","459,087",0
832110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
688580,南京伟思医疗科技股份有限公司,21.0,"6,862.386700",5771.0,1.19,575.0,65.22,28.0,21.74,0.22,0.24,0.01,0.07,"1,724.14",0.16,"2,005.94",135.66,0.13,,1.99,28.73,9.40,0.86,3.40,-42.06,-28.60,,,4.57,16.45,,,,4.57,,,95.63,,4.37,-387.83,"1,834.03",18.87,19.27,3.93,72.18,3.86,49.22,30.63,26.62,28.70,90.60,90.60,4.11,3.93,,35.43,21.29,4.57,"21,658","15,632","6,634","1,327",109,"6,743","6,217","1,502","-10,145","158,013","133,153","6,909","6,909","151,103",4.05,"21,658","5,765","6,634","6,743",526,"6,217",0.91,"126,717","2,179","2,749","133,153",,"158,013","6,909",0,"6,909","151,103","136,131","1,502","-2,121","-9,526","-10,145","125,986","133,153","24,859","158,013","6,909",0,"6,909","151,103","158,013",0
600802,福建水泥股份有限公司,,"45,824.840000",48413.0,0.95,1852.0,0.0,3.62,-6.56,-0.05,,-0.03,-0.07,119.00,2.27,646.55,46.13,0.42,,5.85,0.04,"7,474.56",-3.34,-12.12,-222.05,-18.39,,,154.89,218.74,,22.64,169.22,165.12,,11.04,37.72,-0.37,62.28,-596.41,8.98,0.21,0.37,-6.23,-0.44,-6.09,-12.50,-14.46,98.94,-14.57,-60.27,-60.27,-16.53,-6.23,,14.87,-19.52,154.89,"189,546",-834,"-27,413","5,244",90,"-27,323","-27,621","-13,778","-7,271","443,124","77,514","275,980","209,976","161,749",-10.05,"189,546","187,541","-27,413","-27,323",298,"-27,621",-0.43,"18,852",24,"33,807","77,514",,"443,124","209,976","66,004","275,980","167,144","24,674","-13,778","-4,880","11,387","-7,271","17,402","77,514","365,611","443,124","209,976","66,004","275,980","167,144","443,124",0
802,北京京西文化旅游股份有限公司,25.0,"71,590.025500",46237.0,1.55,60.0,83.33,0.0,-0.79,-0.01,,-0.0,-0.79,"31,034.48",0.01,"50,943.40","270,000.00",0.01,,0.00,"3,308.82",0.08,-9.94,-9.01,,-87.73,,,127.59,92.41,,,,134.18,,,42.70,,57.30,-234.50,2.21,0.96,1.11,-1.33,97.44,-1.3,-68.83,-269.44,1.62,-245.77,-6.69,-6.69,-3.11,-1.33,,389.17,3.01,127.59,"1,948","1,898","-5,250",-154,-4,"-5,253","-4,788","-1,542","-2,260","360,250","218,091","206,414","196,278","155,788",-2.48,"1,948",31,"-5,250","-5,253",-465,"-4,788",-0.05,"4,329","18,373","30,464","218,091",,"360,250","196,278","10,137","206,414","153,836","5,202","-1,542",92,-810,"-2,260","2,942","218,091","142,159","360,250","196,278","10,137","206,414","153,836","360,250",0
2484,南通江海电容器股份有限公司,64.0,"83,731.424100",13764.0,6.07,3868.0,12.69,16.65,17.63,0.16,0.47,0.04,0.07,287.23,0.94,485.79,110.87,0.56,,2.44,102.60,2.63,11.76,12.50,46.60,26.13,,,28.11,52.75,,0.72,52.37,30.56,,0.56,76.59,0.01,23.41,"-1,088.30",49.94,1.98,2.84,7.9,26.01,8.29,22.72,17.74,73.46,14.92,58.06,58.06,10.32,7.9,,3.87,0.36,28.11,"325,762","84,731","57,788",368,-161,"57,627","48,610","22,735","-6,706","615,012","366,508","143,948","128,969","467,394",10.83,"325,762","239,290","57,788","57,627","9,017","48,610",0.58,"64,405","140,834","111,269","366,508",,"615,012","128,969","14,980","143,948","471,064","64,922","22,735","-32,402","-1,025","-6,706","58,216","366,508","248,504","615,012","128,969","14,980","143,948","471,064","615,012",0
600436,漳州片仔癀药业股份有限公司,,"60,331.721000",120113.0,0.50,2591.0,47.66,15.98,321.25,2.89,2.95,0.46,0.93,455.85,0.59,530.76,186.55,0.51,,1.45,27.59,9.79,12.82,16.18,1.56,8.25,,,16.88,15.88,,,,18.75,,,84.21,,15.79,"-3,516.69",125.79,4.87,6.09,15.49,46.79,16.09,61.81,37.59,52.35,31.64,346.91,346.91,18.39,15.49,,7.61,1.13,16.88,"661,577","309,538","248,667","2,792",19,"248,686","209,296","617,080","-7,504","1,351,382","1,170,648","213,373","192,088","1,089,737",19.69,"661,577","346,346","248,667","248,686","39,390","209,296",3.4,"241,636","73,957","234,855","1,170,648",,"1,351,382","192,088","21,285","213,373","1,138,008","240,771","617,080","-553,896","-72,033","-7,504","233,267","1,170,648","180,734","1,351,382","192,088","21,285","213,373","1,138,008","1,351,382",0
2601,龙佰集团股份有限公司,24.0,"239,014.525600",156127.0,1.53,13718.0,14.59,17.1,11.36,0.09,0.83,0.05,0.15,272.70,0.99,750.63,119.66,0.36,,2.26,32.00,8.44,33.31,13.73,-14.79,18.08,,,134.13,148.04,,23.18,113.72,137.20,,12.72,42.16,-2.04,57.84,"26,454.10",41.15,0.61,0.86,6.02,32.83,6.59,28.54,21.14,66.13,18.33,138.29,138.29,14.28,6.02,,6.69,-1.56,134.13,"1,802,959","595,256","381,067","-4,958",-956,"380,111","330,534","273,370","165,789","5,491,722","2,064,249","3,176,490","2,406,642","2,102,408",15.87,"1,802,959","1,192,316","381,067","380,111","49,577","330,534",1.41,"963,613","230,691","605,216","2,064,249",,"5,491,722","2,406,642","769,848","3,176,490","2,315,232","186,185","273,370","-258,918","140,272","165,789","351,975","2,064,249","3,427,473","5,491,722","2,406,642","769,848","3,176,490","2,315,232","5,491,722",0
2818,成都富森美家居股份有限公司,22.0,"74,845.894000",25878.0,2.89,852.0,26.88,17.72,96.63,0.96,1.53,0.14,0.88,700.39,0.39,"1,755.53",225.55,0.15,,1.20,7.69,35.12,-0.50,-0.79,-12.03,-3.40,,,16.68,74.38,,,,16.81,,,85.61,,14.39,"-148,308.05",41.79,2.23,2.54,9.0,64.79,8.84,165.94,66.98,30.10,57.45,83.67,83.67,10.52,9.0,,5.19,10.46,16.68,"109,012","70,632","73,013","7,577",66,"73,080","62,624","96,011","14,135","695,671","252,725","100,123","99,361","575,477",10.01,"109,012","32,812","73,013","73,080","10,456","62,624",0.81,"41,522","3,686","30,763","252,725",,"695,671","99,361",762,"100,123","595,548","27,387","96,011","7,882","-89,758","14,135","41,522","252,725","442,946","695,671","99,361",762,"100,123","595,548","695,671",0
600486,江苏扬农化工股份有限公司,23.0,"30,989.890700",24631.0,1.26,3118.0,46.34,17.32,38.58,0.37,1.74,0.18,0.22,194.96,1.38,300.77,51.23,0.9,,5.27,54.89,4.92,28.33,24.35,61.22,41.77,,,88.29,59.74,,0.04,59.72,91.52,,0.02,52.21,0.0,47.79,-732.55,60.50,1.25,1.49,10.19,25.99,11.23,18.89,15.01,73.76,12.51,529.02,529.02,19.51,10.19,,4.98,-2.37,88.29,"1,310,228","340,536","196,654","-3,452","-1,180","195,474","163,942","286,063","182,741","1,608,991","1,107,074","768,878","741,400","839,699",21.27,"1,310,228","966,412","196,654","195,474","31,532","163,942",5.29,"448,516","328,647","180,110","1,107,074",,"1,608,991","741,400","27,478","768,878","840,113","190,604","286,063","-83,640","-32,542","182,741","373,345","1,107,074","501,917","1,608,991","741,400","27,478","768,878","840,113","1,608,991",0
605089,苏州市味知香食品股份有限公司,14.0,"10,000.000000",18388.0,0.54,475.0,13.26,8.42,210.76,1.89,1.12,0.1,0.20,480.60,0.56,549.34,29.89,0.49,,9.03,1.63,165.66,2.35,3.55,7.65,6.47,,,4.99,15.62,,,,5.55,,,94.74,,5.26,"-1,187.04","1,242.34",17.19,18.02,8.86,23.89,8.94,24.70,20.20,75.80,18.18,110.42,110.42,9.35,8.86,,5.69,10.92,4.99,"60,730","14,511","12,269","1,341",-1,"12,269","11,042","12,420","16,898","124,657","106,205","6,557","5,893","118,100",9.01,"60,730","46,034","12,269","12,269","1,227","11,042",1.1,"73,209",299,"4,891","106,205",,"124,657","5,893",664,"6,557","118,100","56,241","12,420","14,696","-10,217","16,898","73,139","106,205","18,452","124,657","5,893",664,"6,557","118,100","124,657",0
513,丽珠医药集团股份有限公司,37.0,"93,555.268700",67097.0,1.39,8580.0,34.28,13.39,27.44,0.2,1.18,0.08,0.19,430.90,0.63,653.59,143.53,0.41,,1.88,63.10,4.28,8.67,3.74,-3.24,1.27,,,58.66,54.83,,10.92,48.85,62.42,,7.55,61.57,0.2,38.43,-634.09,142.94,2.05,2.32,6.62,64.39,6.79,28.35,19.74,34.49,16.44,166.86,166.86,10.75,6.62,,33.76,1.76,58.66,"948,825","610,969","187,261","3,963",-679,"186,582","156,033","184,792","45,313","2,356,987","1,561,287","905,849","673,402","1,343,283",11.34,"948,825","327,253","187,261","186,582","30,549","156,033",1.61,"962,536","248,269","181,594","1,561,287",,"2,356,987","673,402","232,448","905,849","1,451,138","912,531","184,792","-76,905","-75,759","45,313","957,844","1,561,287","795,700","2,356,987","673,402","232,448","905,849","1,451,138","2,356,987",0
600916,中国黄金集团黄金珠宝股份有限公司,12.0,"168,000.000000",73690.0,2.28,1239.0,43.99,2.91,-2.93,-0.03,-0.24,-0.01,-0.00,83.58,3.23,87.70,37.31,3.08,,7.24,10.08,26.79,1.67,7.00,9.55,-3.33,,,74.30,7.80,,,,77.55,,,56.32,,43.68,"3,975.48",78.30,1.23,2.28,5.06,3.69,5.31,2.19,2.05,96.18,1.73,36.67,36.67,8.99,5.06,,1.25,-5.34,74.30,"3,568,972","131,760","73,185","-7,088","3,020","76,204","61,608","-14,936","-65,752","1,216,393","1,162,986","531,279","509,012","676,685",9.19,"3,568,972","3,432,610","73,185","76,204","14,596","61,608",0.37,"398,571","154,121","536,649","1,162,986",,"1,216,393","509,012","22,267","531,279","685,114","461,262","-14,936","-3,414","-47,403","-65,752","395,510","1,162,986","53,407","1,216,393","509,012","22,267","531,279","685,114","1,216,393",0
906,浙商中拓集团股份有限公司,,"68,823.297900",14770.0,4.66,2133.0,72.81,3.89,-10.87,-0.11,-3.84,-0.09,-0.02,53.62,5.04,58.10,15.94,4.65,,16.94,7.85,34.38,10.75,22.22,27.07,2.22,,,459.52,36.97,,0.38,36.83,465.98,,0.07,17.67,0.01,82.33,333.78,27.32,0.78,1.15,2.3,1.32,2.91,0.84,0.84,98.62,0.63,132.45,132.45,13.01,2.3,,0.89,51.87,459.52,"14,580,116","192,316","122,571","63,950",-770,"121,801","91,154","-349,690","-137,365","3,965,174","3,706,183","3,264,588","3,216,617","498,575",17.14,"14,580,116","14,378,994","122,571","121,801","30,648","91,154",0.95,"878,724","442,495","1,187,903","3,706,183",,"3,965,174","3,216,617","47,971","3,264,588","700,586","418,080","-349,690","-5,795","242,960","-137,365","280,714","3,706,183","258,991","3,965,174","3,216,617","47,971","3,264,588","700,586","3,965,174",0
807,云南铝业股份有限公司,24.0,"346,795.740500",211675.0,1.64,11662.0,21.22,2.84,46.13,0.34,1.07,0.12,0.13,45.60,5.92,275.15,32.66,0.98,,8.27,1.38,196.09,-0.73,40.04,11.52,16.89,,,53.27,125.77,,11.04,111.88,55.12,,8.0,64.47,-1.08,35.53,"2,789.13",20.07,0.27,0.72,11.36,15.57,11.49,15.96,13.78,83.71,11.71,126.78,126.78,17.63,11.36,,1.96,1.58,53.27,"3,754,895","584,493","517,369","7,927",240,"517,609","439,667","470,042","41,598","3,869,212","732,123","1,374,866","1,019,019","2,158,485",18.74,"3,754,895","3,143,329","517,369","517,609","77,942","439,667",1.09,"204,527","34,828","456,216","732,123",,"3,869,212","1,019,019","355,846","1,374,866","2,494,347","154,640","470,042","-26,819","-402,144","41,598","196,238","732,123","3,137,089","3,869,212","1,019,019","355,846","1,374,866","2,494,347","3,869,212",0
603181,浙江皇马科技股份有限公司,19.0,"58,870.000000",11287.0,5.22,884.0,24.21,22.85,98.05,0.51,1.10,0.13,0.24,230.32,1.17,498.98,50.11,0.54,,5.39,36.12,7.48,11.24,15.62,3.50,-2.92,,,29.42,72.43,,11.08,64.41,32.41,,9.41,75.53,0.29,24.47,"-1,456.67",188.59,2.97,3.54,11.39,23.17,11.91,32.01,24.52,76.39,22.00,64.31,64.31,15.08,11.39,,1.60,2.41,29.42,"172,087","39,870","42,188",22,"1,017","43,205","37,859","41,749","24,236","332,497","150,599","81,377","42,581","251,121",15.58,"172,087","131,462","42,188","43,205","5,346","37,859",0.65,"80,305","23,225","23,956","150,599",,"332,497","42,581","38,796","81,377","251,121","52,743","41,749","-3,583","-14,940","24,236","76,979","150,599","181,898","332,497","42,581","38,796","81,377","251,121","332,497",0
601969,海南矿业股份有限公司,15.0,"203,449.672900",66135.0,3.08,3279.0,15.31,19.0,32.18,0.22,1.33,0.08,0.25,427.69,0.63,809.60,35.20,0.33,,7.67,21.53,12.54,6.63,10.17,-33.30,19.09,,,47.44,71.36,,7.03,66.34,59.37,,4.74,62.75,0.16,37.25,"1,096.84",138.51,2.09,2.21,6.05,30.67,6.3,29.28,22.87,67.22,18.88,35.21,35.21,9.64,6.05,,8.69,7.80,47.44,"379,303","116,340","86,760","6,863",-102,"86,658","71,631","95,393","68,243","1,184,574","654,191","441,289","296,426","632,735",10.03,"379,303","254,955","86,760","86,658","15,028","71,631",0.3,"390,156","34,462","34,203","654,191",,"1,184,574","296,426","144,862","441,289","743,286","318,631","95,393","-48,782","10,572","68,243","386,874","654,191","530,383","1,184,574","296,426","144,862","441,289","743,286","1,184,574",0
532,珠海华金资本股份有限公司,,"34,470.834000",33947.0,1.02,976.0,28.48,22.85,9.04,0.07,0.60,0.03,0.16,374.43,0.72,"1,391.04",95.70,0.19,,2.82,54.84,4.92,1.22,9.12,40.88,40.74,,,88.77,144.06,,18.83,116.93,89.76,,12.23,52.70,-1.17,47.30,735.94,55.89,0.67,0.7,5.23,33.82,5.04,40.05,34.19,65.51,25.95,39.30,39.30,9.92,5.23,,19.55,77.89,88.77,"52,207","17,654","17,852","13,889",73,"17,925","13,547","8,096","18,771","259,220","62,422","122,614","89,573","127,927",10.1,"52,207","34,203","17,852","17,925","4,377","13,547",0.36,"50,061","4,880","2,479","62,422",,"259,220","89,573","33,042","122,614","136,606","31,241","8,096","7,970","1,935","18,771","50,012","62,422","196,798","259,220","89,573","33,042","122,614","136,606","259,220",0
600036,招商银行股份有限公司,35.0,"2,521,984.560100",637594.0,3.96,103904.0,87.8,10.0,,0.02,1.36,0.02,,,,,,,,,,,8.86,16.58,14.44,,,,0.00,"1,046.29",,,,946.29,,,9.56,,90.44,,,,,1.11,,1.14,160.55,,,,428.15,428.15,11.64,1.11,,,12.29,0.00,"26,483,300","12,937,500","12,937,500","1,589,200",900,"12,938,400","10,797,900","14,649,400","-38,846,100","970,711,100",,"877,934,400",,"91,958,200",13.67,,,"12,937,500","12,938,400","2,140,500","10,797,900",4.15,"59,847,800",,,,"9,983,000","970,711,100",,,"877,934,400","92,776,700","80,175,400","14,649,400","-27,319,600","-26,987,200","-38,846,100","41,329,300",,,"970,711,100",,,"877,934,400","92,776,700","970,711,100",0
600171,上海贝岭股份有限公司,34.0,"71,217.843300",160700.0,0.44,495.0,76.57,57.17,-34.32,-0.26,-0.54,-0.04,-0.14,535.08,0.5,908.48,155.14,0.3,,1.74,54.82,4.93,10.55,10.26,-27.53,-5.74,,,13.86,53.49,,,,17.97,,,84.77,,15.23,-704.51,115.60,3.52,4.65,7.52,34.80,7.75,40.53,28.07,64.57,26.08,52.26,52.26,8.88,7.52,,4.14,9.20,13.86,"142,742","49,679","40,062","3,644",48,"40,110","37,221","-19,948","-17,767","494,681","270,377","75,358","58,125","419,323",9.14,"142,742","92,162","40,062","40,110","2,889","37,221",0.52,"67,194","29,475","65,513","270,377",,"494,681","58,125","17,233","75,358","419,323","59,711","-19,948","27,666","-26,172","-17,767","41,944","270,377","224,304","494,681","58,125","17,233","75,358","419,323","494,681",0
600655,上海豫园旅游商城(集团)股份有限公司,35.0,"389,993.091400",97723.0,3.98,16644.0,27.99,8.72,-2.35,-0.02,-1.58,-0.01,-0.04,644.70,0.42,"1,070.58",519.83,0.25,,0.52,11.51,23.46,8.30,5.31,-51.91,3.72,,,201.73,124.55,,37.33,78.06,216.62,,18.81,31.58,1.19,68.42,194.13,17.08,0.45,1.35,0.67,16.00,0.67,3.66,3.78,82.66,2.67,22.92,22.92,2.11,0.67,,16.73,79.17,201.73,"3,342,871","534,779","126,208","100,513","-2,869","123,339","89,172","-141,102","-259,351","13,363,170","8,106,206","9,142,536","6,000,629","3,409,570",2.66,"3,342,871","2,763,117","126,208","123,339","34,167","89,172",0.23,"1,024,605","135,539","5,383,471","8,106,206",,"13,363,170","6,000,629","3,141,907","9,142,536","4,220,634","1,080,883","-141,102","168,546","-286,085","-259,351","821,532","8,106,206","5,256,964","13,363,170","6,000,629","3,141,907","9,142,536","4,220,634","13,363,170",1
688169,北京石头世纪科技股份有限公司,8.0,"9,368.740300",10475.0,0.89,952.0,84.98,58.3,27.47,0.27,0.45,0.04,0.09,409.71,0.66,627.62,98.21,0.43,,2.75,8.97,30.11,12.81,13.85,-15.85,14.78,,,15.32,41.34,,,,15.42,,,86.64,,13.36,-916.26,138.08,4.09,4.83,8.06,48.13,8.37,30.79,21.56,51.48,19.47,912.64,912.64,9.3,8.06,,18.12,8.20,15.32,"439,249","211,421","94,688","7,805",-46,"94,642","85,503","38,706","26,233","1,061,231","681,085","141,765","140,901","919,365",9.63,"439,249","226,114","94,688","94,642","9,139","85,503",9.14,"157,521","16,645","104,935","681,085",,"1,061,231","140,901",864,"141,765","919,466","34,690","38,706","-5,728","-10,038","26,233","60,923","681,085","380,146","1,061,231","140,901",864,"141,765","919,466","1,061,231",0
950,重药控股股份有限公司,,"174,336.733700",53335.0,3.27,13536.0,30.5,1.48,-10.06,-0.09,-3.89,-0.07,-0.08,237.95,1.13,283.20,39.56,0.95,,6.82,153.79,1.76,14.98,10.28,12.48,9.33,,,329.63,68.23,,18.18,55.82,348.28,,4.96,22.31,0.31,77.69,252.92,11.18,1.04,1.24,1.77,8.01,1.88,2.45,2.37,91.73,1.97,57.22,57.22,7.94,1.77,,6.17,20.17,329.63,"5,053,065","404,934","119,539","22,698","1,775","121,314","99,753","-388,183","-162,634","5,629,649","4,772,857","4,373,823","3,860,566","1,048,765",7.68,"5,053,065","4,635,097","119,539","121,314","21,561","99,753",0.45,"418,288","3,157,964","753,288","4,772,857",,"5,629,649","3,860,566","513,257","4,373,823","1,255,826","343,075","-388,183","-19,843","245,349","-162,634","180,441","4,772,857","856,792","5,629,649","3,860,566","513,257","4,373,823","1,255,826","5,629,649",0
600884,宁波杉杉股份有限公司,30.0,"225,041.585800",166911.0,1.34,5982.0,22.38,14.74,12.96,0.08,0.78,0.04,0.11,348.84,0.77,742.98,96.02,0.36,,2.81,68.75,3.93,30.89,54.38,-21.84,0.82,,,78.48,103.98,,17.22,86.07,95.52,,10.64,51.15,0.61,48.85,572.18,64.58,1.2,1.59,4.93,25.37,5.31,21.01,17.44,74.38,14.60,103.34,103.34,9.65,4.93,,8.48,29.09,78.48,"1,584,057","401,802","276,307","80,208",233,"276,540","231,334","179,354","-91,838","4,689,211","2,195,546","2,290,906","1,383,416","2,292,687",10.86,"1,584,057","1,178,289","276,307","276,540","45,207","231,334",1.02,"890,221","410,702","533,778","2,195,546",,"4,689,211","1,383,416","907,491","2,290,906","2,398,305","867,878","179,354","-510,887","231,265","-91,838","776,040","2,195,546","2,493,665","4,689,211","1,383,416","907,491","2,290,906","2,398,305","4,689,211",0
2719,麦趣尔集团股份有限公司,20.0,"17,413.945700",15760.0,1.10,2183.0,15.57,7.28,-1.45,-0.01,,-0.01,-0.01,197.95,1.36,483.87,39.05,0.56,,6.91,48.31,5.59,-2.83,-33.77,"-2,107.92",3.13,,,147.48,162.66,,13.32,140.99,153.78,,6.06,39.40,-0.37,60.60,"-10,045.91",14.20,0.57,0.69,-21.25,15.44,-20.84,-34.37,-27.69,83.85,-37.35,-182.08,-182.08,-53.92,-21.25,,23.91,24.76,147.48,"84,904","13,109","-23,507",312,"-8,149","-31,657","-31,708","-1,127","-25,492","149,244","53,589","90,436","77,695","59,146",-42.61,"84,904","71,193","-23,507","-31,657",51,"-31,708",-1.81,"11,030","14,389","9,291","53,589",,"149,244","77,695","12,741","90,436","58,808","36,134","-1,127","-22,081","-2,285","-25,492","10,642","53,589","95,655","149,244","77,695","12,741","90,436","58,808","149,244",0
600467,山东好当家海洋发展股份有限公司,29.0,"146,099.430400",65826.0,2.22,3995.0,6.58,10.16,2.29,0.02,1.30,0.01,0.07,595.11,0.45,"1,904.09",459.50,0.14,,0.59,5.15,52.39,2.66,0.98,-11.43,-6.49,,,83.23,135.32,,1.64,133.10,99.94,,0.84,50.01,-0.1,49.99,160.37,25.17,0.29,0.79,0.72,19.92,0.72,5.49,5.54,79.59,5.08,3.31,3.31,1.44,0.72,,18.16,29.93,83.23,"95,167","18,960","5,274","1,678",-142,"5,131","4,837","6,268","1,319","670,543","216,719","335,173","273,543","334,407",1.53,"95,167","75,746","5,274","5,131",295,"4,837",0.03,"68,856","2,068","138,735","216,719",,"670,543","273,543","61,630","335,173","335,370","8,786","6,268","-4,989",41,"1,319","10,106","216,719","453,824","670,543","273,543","61,630","335,173","335,370","670,543",0
600300,维维食品饮料股份有限公司,,"161,714.218000",71577.0,2.26,3242.0,9.28,5.24,8.74,0.06,1.16,0.02,0.03,141.60,1.91,412.09,65.79,0.66,,4.10,5.93,45.55,-4.74,3.23,-44.85,2.68,,,57.70,104.58,,14.29,89.63,61.13,,10.35,62.06,1.07,37.94,454.71,43.72,0.8,1.38,1.92,16.08,1.9,4.55,4.46,83.05,2.89,5.98,5.98,3.09,1.92,,12.34,12.34,57.70,"334,535","53,792","14,917","2,064",-255,"14,662","9,676","11,239","-11,722","505,231","177,312","191,667","128,649","306,889",3.23,"334,535","277,822","14,917","14,662","4,986","9,676",0.06,"56,249","7,942","74,137","177,312",,"505,231","128,649","63,018","191,667","313,565","67,470","11,239","-4,792","-18,084","-11,722","55,749","177,312","327,919","505,231","128,649","63,018","191,667","313,565","505,231",0
2412,湖南汉森制药股份有限公司,24.0,"50,320.000000",33824.0,1.49,1532.0,18.08,13.58,22.69,0.22,0.77,0.04,0.15,247.09,1.09,879.48,148.60,0.31,,1.82,89.48,3.02,13.84,9.08,14.61,3.22,,,23.47,86.31,,,,24.31,,,80.45,,19.55,"6,251.16",33.71,1.38,1.62,5.59,69.93,5.86,23.09,20.02,28.10,19.10,25.85,25.85,6.95,5.59,,56.44,51.68,23.47,"68,115","47,636","13,638","7,063",-30,"13,608","13,007","9,967","5,775","232,680","71,130","45,500","43,926","187,180",7.2,"68,115","19,140","13,638","13,608",601,"13,007",0.26,"14,806","24,407","10,731","71,130",,"232,680","43,926","1,574","45,500","187,180","9,031","9,967","-6,055","1,863","5,775","14,806","71,130","161,550","232,680","43,926","1,574","45,500","187,180","232,680",0
830799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
600399,抚顺特殊钢股份有限公司,23.0,"197,210.000000",58748.0,3.36,6900.0,14.28,7.07,15.98,0.07,1.19,0.03,0.06,279.91,0.96,504.20,130.38,0.54,,2.07,15.61,17.30,10.87,7.74,-56.36,3.03,,,76.79,81.02,,28.91,57.60,81.97,,22.35,54.95,0.63,45.05,"1,209.77",91.20,1.64,2.79,2.67,13.50,2.79,5.74,5.57,85.72,5.21,15.16,15.16,4.86,2.67,,4.13,-0.39,76.79,"573,739","77,453","31,963","1,981","-2,099","29,864","29,903","35,553","39,926","1,120,593","621,643","504,787","222,428","615,807",4.98,"573,739","491,819","31,963","29,864",-39,"29,903",0.15,"202,859","31,790","256,232","621,643",,"1,120,593","222,428","282,359","504,787","615,807","87,862","35,553","1,075","3,721","39,926","127,788","621,643","498,950","1,120,593","222,428","282,359","504,787","615,807","1,120,593",0
